"Assay","R.squared","Slope","Intercept","Low.95","LOD","LOQ","rep2.LOD","rep3.LOD","rep4.LOD","rep5.LOD","rep8.LOD"
"gblockssmall",0.981414177764958,-3.52709467886137,34.1233699725295,1,0.349762971551117,16,0.177912264072529,0.134374705089103,0.113232194062096,0.10024220978509,0.0792319033396277
"gblockslarge",0.987941973775455,-3.58310733638021,34.6067714355447,0.5,0.175970339735834,3,0.116830216183469,0.0985594467835565,0.0888480988260016,0.0825243804231843,0.0715624606905958
